%Time [yyyymmddHHMM]	Hs [m]	Tp [s]	Dir [deg]
201410020900	0.41	3.40	304.00
201410021000	0.38	3.50	326.00
201410021100	0.35	3.40	331.00
201410021200	0.30	3.50	343.00
201410021300	0.35	3.60	317.00
201410021400	0.32	3.50	345.00
201410021500	0.32	3.60	348.00
201410021600	0.32	4.00	322.00
201410021700	0.32	4.00	329.00
201410021800	0.32	4.20	329.00
201410021900	0.38	5.10	337.00
201410022000	0.41	4.70	325.00
201410022100	0.46	5.10	330.00
201410022200	0.49	5.00	336.00
201410022300	0.46	4.60	333.00
201410030000	0.42	4.50	342.00
201410030100	0.44	4.70	340.00
201410030200	0.46	5.30	341.00
201410030300	0.48	6.00	343.00
201410030400	0.43	5.40	334.00
201410030500	0.41	5.30	336.00
201410030600	0.46	4.50	335.00
201410030700	0.44	4.00	318.00
201410030800	0.44	4.00	321.00
201410030900	0.48	3.80	320.00
201410031000	0.47	3.50	286.00
201410031100	0.45	3.20	20.00
201410031200	0.44	3.00	246.00
201410031300	0.39	3.10	257.00
201410031400	0.38	3.20	258.00
201410031500	0.38	3.40	287.00
201410031600	0.39	3.80	261.00
201410031700	0.36	3.90	284.00
201410031800	0.30	4.00	281.00
201410031900	0.29	4.00	270.00
201410032000	0.32	3.80	266.00
201410032100	0.33	3.50	266.00
201410032200	0.31	3.40	267.00
201410032300	0.27	3.30	271.00
201410040000	0.26	3.20	250.00
201410040100	0.28	2.70	157.00
201410040200	0.33	2.60	151.00
201410040300	0.36	2.70	160.00
201410040400	0.46	3.00	173.00
201410040500	0.47	3.20	164.00
201410040600	0.49	3.10	163.00
201410040700	0.59	3.20	178.00
201410040800	0.65	3.30	168.00
201410040900	0.67	3.30	179.00
201410041000	0.88	3.40	181.00
201410041100	0.86	3.30	188.00
201410041200	0.86	3.20	189.00
201410041300	0.86	3.20	185.00
201410041400	0.80	3.20	183.00
201410041500	0.73	3.20	189.00
201410041600	0.67	3.30	196.00
201410041700	0.64	3.60	210.00
201410041800	0.68	3.90	218.00
201410041900	0.66	3.90	212.00
201410042000	1.03	3.60	272.00
201410042100	1.49	4.10	286.00
201410042200	1.72	4.50	292.00
201410042300	1.81	4.80	291.00
201410050000	1.97	4.90	296.00
201410050100	1.67	4.60	298.00
201410050200	1.56	4.50	297.00
201410050300	1.38	4.40	309.00
201410050400	1.22	4.20	310.00
201410050500	1.23	4.20	309.00
201410050600	1.23	4.10	313.00
201410050700	1.18	3.90	318.00
201410050800	1.18	4.00	320.00
201410050900	1.03	4.00	325.00
201410051000	1.05	3.80	326.00
201410051100	1.05	4.10	322.00
201410051200	1.11	4.30	328.00
201410051300	1.03	4.60	323.00
201410051400	1.05	4.60	318.00
201410051500	0.97	4.80	320.00
201410051600	0.94	4.80	320.00
201410051700	0.92	4.80	322.00
201410051800	0.87	4.60	320.00
201410051900	0.74	4.40	326.00
201410052000	0.79	4.40	331.00
201410052100	0.76	4.50	333.00
201410052200	0.73	4.40	334.00
201410052300	0.72	4.50	333.00
201410060000	0.77	4.30	344.00
201410060100	0.80	4.20	350.00
201410060200	0.75	4.20	351.00
201410060300	0.72	4.10	351.00
201410060400	0.70	4.20	341.00
201410060500	0.63	3.90	348.00
201410060600	0.71	3.70	22.00
201410060700	0.78	3.50	119.00
201410060800	0.92	3.70	139.00
201410060900	1.02	3.80	138.00
201410061000	1.02	3.80	149.00
201410061100	1.10	3.80	159.00
201410061200	1.04	3.70	173.00
201410061300	1.20	3.60	183.00
201410061400	1.14	3.50	193.00
201410061500	1.31	3.60	203.00
201410061600	1.30	3.60	200.00
201410061700	1.18	3.60	198.00
201410061800	1.09	3.70	202.00
201410061900	1.09	4.00	205.00
201410062000	1.19	4.30	206.00
201410062100	1.20	4.40	208.00
201410062200	1.39	4.60	215.00
201410062300	1.41	4.50	208.00
201410070000	1.74	4.90	218.00
201410070100	1.49	4.50	214.00
201410070200	1.56	4.10	211.00
201410070300	1.71	4.20	215.00
201410070400	1.47	4.10	206.00
201410070500	1.42	3.90	200.00
201410070600	1.48	4.00	202.00
201410070700	1.75	4.30	208.00
201410070800	2.05	5.10	212.00
201410070900	1.97	NaN	NaN
201410071000	1.69	NaN	NaN
201410071100	2.00	4.90	212.00
201410071200	2.18	5.00	217.00
201410071300	2.68	5.40	225.00
201410071400	3.21	5.50	226.00
201410071500	2.85	NaN	NaN
201410071600	3.04	5.40	226.00
201410071700	2.73	5.30	223.00
201410071800	2.68	5.20	230.00
201410071900	2.60	5.40	233.00
201410072000	2.81	5.80	236.00
201410072100	2.73	5.70	241.00
201410072200	2.54	5.70	242.00
201410072300	2.72	5.80	239.00
201410080000	2.59	5.80	240.00
201410080100	3.14	6.00	243.00
201410080200	2.63	5.40	243.00
201410080300	2.33	5.00	247.00
201410080400	2.00	4.60	244.00
201410080500	1.87	4.80	238.00
201410080600	1.91	4.60	223.00
201410080700	1.78	4.50	223.00
201410080800	1.67	4.60	222.00
201410080900	1.61	4.90	218.00
201410081000	1.49	4.70	212.00
201410081100	1.31	4.50	211.00
201410081200	1.46	4.60	210.00
201410081300	1.66	4.60	211.00
201410081400	1.70	4.50	207.00
201410081500	1.65	4.10	209.00
201410081600	1.96	4.10	204.00
201410081700	1.77	4.00	204.00
201410081800	1.95	4.30	210.00
201410081900	2.10	4.50	213.00
201410082000	2.29	5.00	216.00
201410082100	2.14	5.30	214.00
201410082200	2.25	5.60	220.00
201410082300	1.97	5.50	226.00
201410090000	2.00	5.40	230.00
201410090100	2.01	5.30	226.00
201410090200	2.01	5.20	232.00
201410090300	2.14	4.80	235.00
201410090400	2.04	4.50	233.00
201410090500	2.03	4.50	225.00
201410090600	2.02	4.40	219.00
201410090700	2.10	4.60	218.00
201410090800	2.19	4.80	216.00
201410090900	2.35	5.20	222.00
201410091000	2.21	5.50	224.00
201410091100	2.08	5.40	230.00
201410091200	2.29	5.70	223.00
201410091300	2.64	5.80	225.00
201410091400	2.52	5.60	224.00
201410091500	2.70	5.40	224.00
201410091600	2.65	4.90	224.00
201410091700	2.64	NaN	NaN
201410091800	3.04	5.50	228.00
201410091900	2.87	5.20	227.00
201410092000	3.15	5.70	228.00
201410092100	2.88	5.80	231.00
201410092200	2.50	5.80	232.00
201410092300	2.45	5.90	231.00
201410100000	2.58	6.00	232.00
201410100100	2.65	6.00	229.00
201410100200	2.45	5.80	225.00
201410100300	2.53	5.60	235.00
201410100400	2.57	5.10	232.00
201410100500	2.58	NaN	NaN
201410100600	2.68	5.10	234.00
201410100700	2.25	NaN	NaN
201410100800	2.03	NaN	NaN
201410100900	2.00	NaN	NaN
201410101000	1.92	NaN	NaN
201410101100	1.67	5.00	239.00
201410101200	1.56	5.10	241.00
201410101300	1.45	4.80	243.00
201410101400	1.34	4.70	238.00
201410101500	1.42	4.60	241.00
201410101600	1.53	4.20	239.00
201410101700	1.45	3.90	239.00
201410101800	1.31	3.80	230.00
201410101900	1.18	3.80	230.00
201410102000	1.16	3.80	230.00
201410102100	1.08	3.70	226.00
201410102200	0.94	3.90	225.00
201410102300	0.90	4.20	232.00
201410110000	1.03	4.50	234.00
201410110100	1.12	4.70	236.00
201410110200	1.10	4.50	231.00
201410110300	1.16	4.40	232.00
201410110400	1.04	4.10	237.00
201410110500	1.02	3.70	239.00
201410110600	0.85	3.60	241.00
201410110700	0.85	3.80	240.00
201410110800	0.82	3.70	241.00
201410110900	0.75	3.60	236.00
201410111000	0.76	3.90	239.00
201410111100	0.76	4.10	236.00
201410111200	0.75	4.30	257.00
201410111300	0.74	4.30	250.00
201410111400	0.79	4.30	259.00
201410111500	0.81	4.10	258.00
201410111600	0.81	4.00	255.00
201410111700	0.89	3.80	266.00
201410111800	0.83	3.60	257.00
201410111900	0.83	3.60	257.00
201410112000	0.88	3.40	245.00
201410112100	0.91	3.40	240.00
201410112200	1.01	3.60	238.00
201410112300	1.10	4.00	241.00
201410120000	1.29	4.50	245.00
201410120100	1.33	4.50	244.00
201410120200	1.24	4.60	250.00
201410120300	1.32	4.60	246.00
201410120400	1.14	4.30	248.00
201410120500	1.15	4.20	249.00
201410120600	1.12	4.00	255.00
201410120700	0.98	4.00	249.00
201410120800	0.85	4.00	249.00
201410120900	0.80	4.00	259.00
201410121000	0.76	4.10	260.00
201410121100	0.72	4.20	253.00
201410121200	0.64	4.10	276.00
201410121300	0.62	4.20	282.00
201410121400	0.61	4.40	275.00
201410121500	0.55	4.50	297.00
201410121600	0.49	4.40	294.00
201410121700	0.56	4.70	308.00
201410121800	0.53	4.60	320.00
201410121900	0.50	4.00	340.00
201410122000	0.60	3.50	50.00
201410122100	0.66	3.60	63.00
201410122200	0.74	3.50	62.00
201410122300	0.95	3.50	64.00
201410130000	1.10	3.50	58.00
201410130100	0.98	3.40	45.00
201410130200	1.12	3.40	49.00
201410130300	1.07	3.50	40.00
201410130400	1.00	3.50	45.00
201410130500	1.04	3.60	52.00
201410130600	0.94	3.70	45.00
201410130700	0.98	3.90	47.00
201410130800	1.02	3.90	43.00
201410130900	0.92	3.70	57.00
201410131000	0.87	3.50	75.00
201410131100	0.86	3.60	84.00
201410131200	0.86	3.70	110.00
201410131300	0.86	3.70	132.00
201410131400	0.88	3.80	186.00
201410131500	1.11	4.20	193.00
201410131600	1.21	4.30	197.00
201410131700	1.46	4.30	202.00
201410131800	1.43	4.10	210.00
201410131900	1.43	3.90	209.00
201410132000	1.53	4.00	214.00
201410132100	1.58	4.20	212.00
201410132200	1.63	4.40	212.00
201410132300	1.51	4.30	215.00
201410140000	1.61	4.60	216.00
201410140100	1.52	4.90	220.00
201410140200	1.59	5.10	216.00
201410140300	1.50	5.00	219.00
201410140400	1.47	4.90	222.00
201410140500	1.44	4.60	218.00
201410140600	1.74	4.80	222.00
201410140700	1.85	4.50	221.00
201410140800	1.75	4.40	217.00
201410140900	1.81	4.50	212.00
201410141000	1.74	4.40	205.00
201410141100	1.84	4.60	211.00
201410141200	1.91	NaN	NaN
201410141300	1.74	5.00	210.00
201410141400	1.58	5.10	214.00
201410141500	1.49	NaN	NaN
201410141600	1.62	4.90	217.00
201410141700	1.64	4.90	224.00
201410141800	1.74	4.60	224.00
201410141900	1.85	4.50	223.00
201410142000	1.63	4.30	223.00
201410142100	1.57	4.40	229.00
201410142200	1.34	4.30	246.00
201410142300	1.34	4.30	245.00
201410150000	1.26	4.20	262.00
201410150100	1.27	4.20	276.00
201410150200	1.12	4.10	289.00
201410150300	1.20	4.30	301.00
201410150400	1.12	4.10	312.00
201410150500	1.13	4.20	319.00
201410150600	1.12	4.30	326.00
201410150700	1.12	4.30	331.00
201410150800	1.10	4.30	330.00
201410150900	1.08	4.60	330.00
201410151000	0.99	4.70	330.00
201410151100	1.00	4.70	334.00
201410151200	1.01	5.10	341.00
201410151300	1.14	5.00	344.00
201410151400	1.19	5.10	349.00
201410151500	1.27	5.00	356.00
201410151600	1.32	5.10	355.00
201410151700	1.32	5.00	356.00
201410151800	1.18	4.90	351.00
201410151900	1.06	5.00	352.00
201410152000	1.08	5.00	356.00
201410152100	1.00	5.10	349.00
201410152200	1.00	5.30	344.00
201410152300	0.76	4.60	337.00
201410160000	0.78	3.70	317.00
201410160100	0.77	3.90	342.00
201410160200	0.83	3.80	320.00
201410160300	0.87	4.10	316.00
201410160400	0.94	4.10	205.00
201410160500	0.97	4.00	186.00
201410160600	0.93	4.10	209.00
201410160700	0.99	3.80	197.00
201410160800	0.98	3.60	206.00
201410160900	0.95	3.50	189.00
201410161000	1.04	3.60	201.00
201410161100	1.03	3.50	223.00
201410161200	1.08	3.60	232.00
201410161300	1.30	4.00	231.00
201410161400	1.18	4.00	237.00
201410161500	1.25	4.20	237.00
201410161600	1.12	4.20	246.00
201410161700	1.30	4.40	240.00
201410161800	1.36	4.30	240.00
201410161900	1.42	4.40	243.00
201410162000	1.49	4.30	240.00
201410162100	1.42	4.20	246.00
201410162200	1.38	4.20	248.00
201410162300	1.29	4.30	249.00
201410170000	1.18	4.30	246.00
201410170100	1.05	4.40	252.00
201410170200	0.97	4.30	250.00
201410170300	1.05	4.40	249.00
201410170400	1.03	4.40	263.00
201410170500	0.97	4.50	262.00
201410170600	0.99	4.70	275.00
201410170700	0.92	4.40	284.00
201410170800	0.91	4.30	281.00
201410170900	0.88	4.30	299.00
201410171000	0.92	4.00	286.00
201410171100	0.88	3.90	296.00
201410171200	0.79	3.80	290.00
201410171300	0.79	3.50	271.00
201410171400	0.91	3.80	267.00
201410171500	1.01	3.80	260.00
201410171600	1.11	4.10	256.00
201410171700	1.02	4.30	247.00
201410171800	1.08	4.40	251.00
201410171900	1.11	4.40	240.00
201410172000	1.07	4.20	239.00
201410172100	1.16	4.30	240.00
201410172200	1.12	4.20	233.00
201410172300	1.04	3.80	236.00
201410180000	1.06	3.80	225.00
201410180100	0.98	3.70	218.00
201410180200	0.94	3.60	209.00
201410180300	0.94	3.70	212.00
201410180400	1.07	3.90	212.00
201410180500	1.07	3.90	209.00
201410180600	1.09	4.00	204.00
201410180700	1.13	4.00	197.00
201410180800	1.32	4.10	200.00
201410180900	1.47	4.20	200.00
201410181000	1.46	4.00	199.00
201410181100	1.57	4.00	203.00
201410181200	1.45	3.80	201.00
201410181300	1.22	3.90	205.00
201410181400	1.30	3.90	208.00
201410181500	1.23	3.90	204.00
201410181600	1.28	4.00	210.00
201410181700	1.28	4.20	211.00
201410181800	1.21	4.20	214.00
201410181900	1.06	4.20	218.00
201410182000	1.16	4.30	221.00
201410182100	1.10	4.30	225.00
201410182200	1.09	4.00	223.00
201410182300	1.16	3.80	220.00
201410190000	1.04	3.50	218.00
201410190100	0.93	3.40	221.00
201410190200	0.93	3.30	218.00
201410190300	0.92	3.40	215.00
201410190400	0.91	3.60	220.00
201410190500	0.90	3.60	215.00
201410190600	0.92	3.70	213.00
201410190700	0.92	3.90	213.00
201410190800	0.84	3.70	216.00
201410190900	0.98	3.90	217.00
201410191000	1.11	3.90	214.00
201410191100	1.24	3.90	215.00
201410191200	1.57	4.10	221.00
201410191300	1.62	4.00	229.00
201410191400	1.72	4.30	235.00
201410191500	1.83	4.50	232.00
201410191600	1.87	4.60	229.00
201410191700	2.08	4.80	233.00
201410191800	2.22	5.10	230.00
201410191900	2.18	5.20	227.00
201410192000	2.39	5.50	226.00
201410192100	2.08	5.20	227.00
201410192200	2.44	5.70	229.00
201410192300	2.56	5.50	229.00
201410200000	2.65	5.30	229.00
201410200100	2.76	5.30	232.00
201410200200	2.74	5.20	235.00
201410200300	2.70	5.10	238.00
201410200400	2.98	5.50	244.00
201410200500	2.38	5.20	240.00
201410200600	2.41	5.20	247.00
201410200700	2.22	5.30	248.00
201410200800	2.16	5.20	254.00
201410200900	2.16	5.40	259.00
201410201000	2.11	5.30	257.00
201410201100	1.99	5.20	260.00
201410201200	2.00	5.00	255.00
201410201300	1.96	4.70	259.00
201410201400	1.75	4.50	257.00
201410201500	1.76	4.40	257.00
201410201600	1.89	4.60	249.00
201410201700	1.82	4.50	246.00
201410201800	1.70	4.60	248.00
201410201900	1.70	4.70	246.00
201410202000	1.92	4.90	247.00
201410202100	1.70	4.90	251.00
201410202200	1.79	4.90	259.00
201410202300	1.87	4.90	255.00
201410210000	1.78	4.70	257.00
201410210100	1.95	4.80	256.00
201410210200	1.95	4.60	253.00
201410210300	1.92	4.70	255.00
201410210400	2.17	4.70	243.00
201410210500	2.15	4.80	241.00
201410210600	1.94	4.70	234.00
201410210700	2.27	5.10	235.00
201410210800	2.45	5.40	231.00
201410210900	2.54	5.70	234.00
201410211000	3.18	6.00	230.00
201410211100	3.12	6.10	230.00
201410211200	3.26	6.00	227.00
201410211300	3.00	5.80	229.00
201410211400	3.06	5.50	241.00
201410211500	3.04	5.50	253.00
201410211600	3.21	5.60	259.00
201410211700	3.73	6.10	277.00
201410211800	4.83	6.90	286.00
201410211900	3.67	5.90	274.00
201410212000	4.45	6.90	284.00
201410212100	NaN	NaN	NaN
201410212200	4.81	7.00	293.00
201410212300	5.77	7.60	301.00
201410220000	5.27	7.40	307.00
201410220100	6.13	7.80	308.00
201410220200	5.62	7.80	320.00
201410220300	5.58	8.00	326.00
201410220400	6.26	8.60	325.00
201410220500	6.22	8.20	321.00
201410220600	5.97	8.20	321.00
201410220700	5.76	8.00	326.00
201410220800	5.32	7.80	327.00
201410220900	5.79	8.20	334.00
201410221000	5.74	8.10	329.00
201410221100	5.29	7.90	333.00
201410221200	5.33	7.90	331.00
201410221300	5.26	NaN	NaN
201410221400	NaN	NaN	NaN
201410221500	4.11	7.00	328.00
201410221600	3.96	7.40	336.00
201410221700	3.44	7.00	335.00
201410221800	3.05	6.70	336.00
201410221900	2.88	6.40	338.00
201410222000	2.70	6.10	335.00
201410222100	2.48	5.80	328.00
201410222200	2.42	6.00	336.00
201410222300	2.41	6.30	329.00
201410230000	2.29	6.20	329.00
201410230100	2.08	5.80	321.00
201410230200	2.15	5.80	319.00
201410230300	2.06	5.50	319.00
201410230400	1.89	5.60	321.00
201410230500	1.67	5.30	321.00
201410230600	1.64	5.00	314.00
201410230700	1.61	5.00	315.00
201410230800	1.65	5.00	309.00
201410230900	1.59	5.00	309.00
201410231000	1.58	5.00	300.00
201410231100	1.71	5.30	305.00
201410231200	1.58	5.20	304.00
201410231300	1.71	5.10	299.00
201410231400	1.57	4.80	286.00
201410231500	1.65	4.50	279.00
201410231600	1.71	4.50	271.00
201410231700	1.59	4.30	255.00
201410231800	1.50	4.00	237.00
201410231900	1.71	4.30	223.00
201410232000	1.94	4.60	219.00
201410232100	2.05	5.00	220.00
201410232200	2.14	5.30	221.00
201410232300	2.20	5.40	223.00
201410240000	2.18	5.50	222.00
201410240100	2.24	5.40	222.00
201410240200	2.39	5.30	221.00
201410240300	2.22	4.90	223.00
201410240400	2.10	4.50	221.00
201410240500	2.02	4.40	219.00
201410240600	2.00	4.50	218.00
201410240700	1.94	4.50	215.00
201410240800	1.89	4.60	212.00
201410240900	1.87	4.80	210.00
201410241000	1.77	5.10	216.00
201410241100	1.78	5.10	218.00
201410241200	1.88	5.20	220.00
201410241300	1.78	5.00	219.00
201410241400	1.72	4.80	221.00
201410241500	1.84	4.60	219.00
201410241600	1.86	4.40	221.00
201410241700	1.70	4.20	215.00
201410241800	1.54	4.00	216.00
201410241900	1.53	4.00	210.00
201410242000	1.54	4.20	213.00
201410242100	1.48	4.30	209.00
201410242200	1.60	4.70	211.00
201410242300	1.58	4.90	214.00
201410250000	1.71	4.90	214.00
201410250100	2.08	5.30	217.00
201410250200	1.70	4.90	223.00
201410250300	1.53	4.70	223.00
201410250400	1.48	4.30	229.00
201410250500	1.32	4.20	232.00
201410250600	1.10	4.10	232.00
201410250700	1.07	4.10	237.00
201410250800	0.95	4.10	236.00
201410250900	0.92	4.10	247.00
201410251000	0.84	4.10	256.00
201410251100	0.81	4.00	269.00
201410251200	0.80	4.00	273.00
201410251300	0.81	3.90	266.00
201410251400	0.92	3.90	273.00
201410251500	0.91	3.70	274.00
201410251600	0.99	3.60	273.00
201410251700	1.05	3.60	273.00
201410251800	1.02	3.70	266.00
201410251900	1.08	3.60	267.00
201410252000	1.12	3.80	262.00
201410252100	1.26	3.90	258.00
201410252200	1.20	4.00	252.00
201410252300	1.22	4.20	250.00
201410260000	1.28	4.50	253.00
201410260100	1.31	4.50	252.00
201410260200	1.43	4.50	246.00
201410260300	1.41	4.40	249.00
201410260400	1.39	4.10	248.00
201410260500	1.45	4.00	251.00
201410260600	1.47	4.10	250.00
201410260700	1.51	4.20	246.00
201410260800	1.57	NaN	NaN
201410260900	1.60	NaN	NaN
201410261000	1.43	4.20	241.00
201410261100	1.54	4.60	241.00
201410261200	1.54	4.90	243.00
201410261300	1.63	5.00	245.00
201410261400	1.60	4.80	246.00
201410261500	1.67	4.70	244.00
201410261600	1.56	NaN	NaN
201410261700	1.63	4.00	241.00
201410261800	1.81	4.40	236.00
201410261900	1.76	4.40	232.00
201410262000	1.79	4.30	225.00
201410262100	1.70	4.50	232.00
201410262200	1.84	4.80	233.00
201410262300	1.99	5.10	233.00
201410270000	1.84	5.30	235.00
201410270100	1.84	5.40	230.00
201410270200	1.55	4.60	250.00
201410270300	1.60	4.80	240.00
201410270400	1.73	4.70	236.00
201410270500	1.65	4.30	236.00
201410270600	1.57	4.10	235.00
201410270700	1.41	4.00	232.00
201410270800	1.36	3.90	230.00
201410270900	1.30	4.00	229.00
201410271000	1.24	4.00	227.00
201410271100	1.32	4.30	221.00
201410271200	1.19	4.40	219.00
201410271300	1.16	4.40	220.00
201410271400	1.26	4.40	221.00
201410271500	1.31	4.40	218.00
201410271600	1.34	4.20	219.00
201410271700	1.32	3.90	224.00
201410271800	1.17	3.60	222.00
201410271900	1.16	3.70	223.00
201410272000	1.09	3.70	221.00
201410272100	1.06	3.60	223.00
201410272200	1.06	3.70	225.00
201410272300	1.04	3.90	225.00
201410280000	1.14	4.50	230.00
201410280100	1.09	4.50	227.00
201410280200	1.00	4.20	225.00
201410280300	1.03	4.30	226.00
201410280400	1.14	4.10	221.00
201410280500	1.23	4.00	225.00
201410280600	1.12	3.60	216.00
201410280700	1.18	3.50	214.00
201410280800	1.04	3.40	215.00
201410280900	1.14	3.50	216.00
201410281000	1.11	3.60	211.00
201410281100	1.17	4.00	215.00
201410281200	1.19	4.40	213.00
201410281300	1.21	4.40	216.00
201410281400	1.13	4.30	214.00
201410281500	1.17	4.20	214.00
201410281600	1.24	4.30	216.00
201410281700	1.43	4.20	217.00
201410281800	1.39	3.90	214.00
201410281900	1.52	3.90	215.00
201410282000	1.66	4.00	214.00
201410282100	1.67	4.20	218.00
201410282200	1.81	4.40	218.00
201410282300	1.91	4.70	218.00
201410290000	1.99	5.00	220.00
201410290100	2.16	5.40	225.00
201410290200	1.79	5.20	225.00
201410290300	1.96	5.30	227.00
201410290400	1.88	5.20	228.00
201410290500	1.76	4.80	226.00
201410290600	1.67	4.40	227.00
201410290700	1.56	4.10	228.00
201410290800	1.48	4.20	225.00
201410290900	1.27	4.20	232.00
201410291000	1.12	4.00	243.00
201410291100	1.07	3.90	262.00
201410291200	1.14	3.80	307.00
201410291300	1.09	3.80	320.00
201410291400	1.11	3.80	339.00
201410291500	1.17	4.00	332.00
201410291600	1.28	4.00	343.00
201410291700	1.28	4.20	345.00
201410291800	1.32	NaN	NaN
201410291900	1.25	4.80	347.00
201410292000	1.18	4.80	347.00
201410292100	1.03	4.90	326.00
201410292200	0.99	4.70	344.00
201410292300	0.97	4.50	348.00
201410300000	1.02	4.40	350.00
201410300100	0.92	4.30	353.00
201410300200	0.89	4.10	360.00
201410300300	0.86	4.00	4.00
201410300400	0.84	4.10	3.00
201410300500	0.81	4.00	6.00
201410300600	0.76	3.90	6.00
201410300700	0.78	4.00	4.00
201410300800	0.75	3.80	15.00
201410300900	0.77	3.50	42.00
201410301000	0.72	3.30	91.00
201410301100	0.73	3.40	108.00
201410301200	0.76	3.40	131.00
201410301300	0.77	3.60	134.00
201410301400	0.79	3.90	155.00
201410301500	0.82	4.00	178.00
201410301600	0.81	3.90	196.00
201410301700	0.84	3.90	202.00
201410301800	0.85	3.80	211.00
201410301900	0.89	3.70	219.00
201410302000	0.79	3.40	224.00
201410302100	0.76	3.50	236.00
201410302200	0.69	3.20	220.00
201410302300	0.68	3.30	225.00
201410310000	0.67	3.30	222.00
201410310100	0.71	3.50	221.00
201410310200	0.76	3.60	217.00
201410310300	0.87	3.90	220.00
201410310400	0.85	4.10	227.00
201410310500	0.89	4.00	222.00
201410310600	0.87	4.00	228.00
201410310700	0.89	3.90	231.00
201410310800	0.93	3.80	229.00
201410310900	0.92	3.70	229.00
201410311000	0.88	3.60	228.00
201410311100	0.86	3.40	218.00
201410311200	0.84	3.50	222.00
201410311300	0.82	3.60	228.00
201410311400	0.85	NaN	NaN
201410311500	0.94	NaN	NaN
201410311600	0.88	4.50	245.00
201410311700	0.82	4.40	248.00
201410311800	0.84	4.60	266.00
201410311900	0.83	4.60	286.00
201410312000	0.85	4.30	285.00
201410312100	0.85	3.70	254.00
201410312200	0.80	3.50	242.00
201410312300	0.79	3.20	214.00
201411010000	0.79	3.40	214.00
201411010100	0.87	3.50	213.00
201411010200	0.93	3.70	210.00
201411010300	1.16	4.10	209.00
201411010400	1.25	4.30	212.00
201411010500	1.42	4.60	210.00
201411010600	1.23	4.30	207.00
201411010700	1.11	4.20	211.00
201411010800	1.13	4.10	214.00
201411010900	1.25	4.00	221.00
201411011000	1.15	3.70	220.00
201411011100	1.12	3.70	215.00
201411011200	1.07	3.70	219.00
201411011300	0.95	3.70	220.00
201411011400	0.93	3.80	217.00
201411011500	0.91	3.90	222.00
201411011600	0.86	4.00	226.00
201411011700	0.91	4.30	228.00
201411011800	0.90	4.10	229.00
201411011900	0.93	4.10	228.00
201411012000	0.96	3.90	229.00
201411012100	1.07	3.90	232.00
201411012200	0.95	3.50	229.00
201411012300	1.10	3.50	229.00
201411020000	1.07	3.50	226.00
201411020100	1.13	3.70	228.00
201411020200	1.09	3.80	227.00
201411020300	1.15	4.00	231.00
201411020400	1.20	4.10	224.00
201411020500	1.20	4.40	226.00
201411020600	1.29	4.40	224.00
201411020700	1.43	4.50	224.00
201411020800	1.96	5.00	229.00
201411020900	1.95	4.90	230.00
201411021000	2.27	5.00	228.00
201411021100	2.43	4.90	227.00
201411021200	2.07	4.70	224.00
201411021300	2.17	4.80	219.00
201411021400	2.24	4.80	215.00
201411021500	2.19	4.90	219.00
201411021600	2.32	5.20	224.00
201411021700	2.15	5.20	220.00
201411021800	2.06	5.20	217.00
201411021900	2.06	5.30	219.00
201411022000	2.09	5.50	218.00
201411022100	2.16	5.40	221.00
201411022200	2.07	5.10	224.00
201411022300	2.25	5.00	228.00
201411030000	2.37	5.00	228.00
201411030100	2.08	4.80	222.00
201411030200	2.11	4.60	220.00
201411030300	2.13	4.70	221.00
201411030400	2.06	4.80	223.00
201411030500	1.88	4.80	217.00
201411030600	1.87	4.90	222.00
201411030700	1.98	5.10	224.00
201411030800	2.06	5.30	225.00
201411030900	2.27	5.40	221.00
201411031000	2.70	5.50	215.00
201411031100	2.75	5.20	219.00
201411031200	3.15	5.40	219.00
201411031300	3.01	5.50	228.00
201411031400	3.43	5.70	222.00
201411031500	2.76	5.30	219.00
201411031600	2.90	5.60	224.00
201411031700	2.98	5.70	226.00
201411031800	2.75	5.50	221.00
201411031900	2.51	5.70	218.00
201411032000	2.06	5.60	221.00
201411032100	2.23	5.50	216.00
201411032200	1.96	5.20	215.00
201411032300	1.98	NaN	NaN
201411040000	1.95	4.60	221.00
201411040100	1.89	4.40	222.00
201411040200	1.57	4.10	221.00
201411040300	1.59	4.20	221.00
201411040400	1.43	4.00	227.00
201411040500	1.33	4.10	226.00
201411040600	1.31	4.20	227.00
201411040700	1.06	4.30	230.00
201411040800	1.01	4.30	232.00
201411040900	1.04	4.30	228.00
201411041000	1.07	4.20	217.00
201411041100	1.10	4.20	221.00
201411041200	1.19	3.90	218.00
201411041300	1.07	3.50	214.00
201411041400	1.07	3.50	215.00
201411041500	1.11	3.70	211.00
201411041600	1.02	3.80	216.00
201411041700	0.96	3.80	221.00
201411041800	0.83	3.90	224.00
201411041900	0.85	4.00	223.00
201411042000	0.75	4.10	222.00
201411042100	0.78	4.00	219.00
201411042200	0.74	4.10	234.00
201411042300	0.78	4.30	240.00
201411050000	0.79	4.50	252.00
201411050100	0.73	4.30	253.00
201411050200	0.78	4.30	273.00
201411050300	0.69	4.00	264.00
201411050400	0.73	4.70	303.00
201411050500	0.61	4.50	306.00
201411050600	0.66	4.90	332.00
201411050700	0.75	4.50	331.00
201411050800	0.81	4.50	345.00
201411050900	0.78	5.00	340.00
201411051000	0.89	4.80	308.00
201411051100	0.80	4.80	299.00
201411051200	0.98	5.80	322.00
201411051300	0.96	5.40	326.00
